state,account length,international plan,total day minutes,total day calls,customer service calls,churn
KS,93,no,266,120,3,FALSE
AR,85,no,96.7,97,2,FALSE
WY,160,no,82.7,116,0,FALSE
PA,28,no,168.2,87,3,FALSE
TX,73,no,286.4,109,1,TRUE
NY,156,no,174.3,95,3,FALSE
OR,33,yes,190.6,100,1,FALSE
CA,77,no,175.5,86,4,FALSE
NY,119,no,133.4,102,1,FALSE
AR,91,no,204.6,96,3,FALSE
MI,102,no,242.2,88,3,FALSE
OK,86,no,253.1,112,3,FALSE
TX,82,no,130,110,0,FALSE
NC,89,no,105.9,151,0,FALSE
ID,86,no,194.2,98,3,FALSE
IL,134,no,183.8,111,1,FALSE
OR,92,no,196.5,82,2,FALSE
SD,87,no,184.5,81,3,FALSE
NE,64,no,261.9,113,0,FALSE
RI,80,no,202.4,118,3,FALSE
MD,165,no,167.4,113,3,FALSE
ID,153,no,167.7,104,1,FALSE
ME,41,no,191.7,109,1,FALSE
SD,108,no,240.2,78,2,FALSE
NY,104,no,189.1,112,1,FALSE
DE,115,no,127.7,67,1,FALSE
OK,87,no,205.2,106,1,FALSE
SC,159,no,153.6,93,2,FALSE
IN,119,no,154.5,129,2,FALSE
NV,69,no,153.7,109,1,FALSE
IL,87,yes,171.2,138,1,FALSE
SD,93,no,328.1,106,1,TRUE
OK,154,yes,145.9,69,0,TRUE
KS,57,no,201.2,76,1,FALSE
IA,130,no,139.1,72,5,FALSE
NJ,151,no,118.9,128,2,FALSE
NJ,162,no,217.6,87,2,TRUE
MT,60,no,145,133,1,FALSE
IA,81,no,203.5,89,3,FALSE
WA,132,no,240.1,115,3,FALSE
NE,86,no,83.8,121,1,FALSE
TX,136,no,269.8,106,1,TRUE
MS,121,no,126.3,84,1,FALSE
IA,105,no,88.1,125,2,FALSE
WI,105,no,218.5,61,2,FALSE
MT,51,no,236.8,61,1,FALSE
GA,64,no,124.1,117,3,FALSE
MT,80,yes,184.2,132,0,FALSE
ND,56,no,222.7,133,4,FALSE
VT,120,no,149.2,98,1,FALSE
SD,103,no,206.5,125,3,FALSE
OH,164,no,159.7,102,3,FALSE
OH,116,no,204.7,118,2,FALSE
MT,121,no,213.2,79,1,FALSE
IL,55,yes,269.6,121,1,FALSE
NV,183,no,116.7,92,2,FALSE
UT,104,no,263.4,101,0,FALSE
NH,90,no,140.2,97,1,FALSE
LA,82,no,197.7,101,1,FALSE
VT,101,no,136.2,92,3,FALSE
NY,9,no,88.5,87,2,FALSE
CT,97,no,215.3,58,0,FALSE
KS,94,no,269.2,104,3,TRUE
MI,127,no,203.8,118,0,FALSE
SD,125,no,268.4,112,0,FALSE
ME,140,no,159.1,104,1,FALSE
MD,90,no,114.4,122,2,FALSE
VA,67,no,138.9,65,2,FALSE
NJ,113,no,186,55,1,FALSE
TN,121,no,170.4,91,0,FALSE
DC,93,no,164.5,95,4,FALSE
DC,121,no,168.6,121,1,FALSE
OR,53,no,261.2,119,0,TRUE
RI,75,no,190.5,91,1,FALSE
AK,132,no,181.1,121,2,FALSE
WI,162,no,177.1,131,3,FALSE
IN,140,no,160.5,114,1,FALSE
MI,91,no,134.7,116,2,FALSE
ID,73,no,198.2,107,2,FALSE
NH,95,yes,228.9,134,4,TRUE
MN,145,no,241.7,137,0,FALSE
AZ,100,no,131.1,108,1,FALSE
MN,122,no,234.1,101,2,FALSE
MO,109,no,200.1,72,0,FALSE
AL,82,no,154,107,1,FALSE
PA,65,no,224.2,106,0,FALSE
AK,52,no,148.3,83,3,FALSE
MS,136,no,174.6,76,2,FALSE
IA,75,no,138.5,110,1,FALSE
WY,146,no,109,69,1,FALSE
NE,105,no,162.3,99,4,FALSE
ND,48,no,210.8,84,2,FALSE
CT,45,no,142.4,107,1,FALSE
NC,106,no,223.5,104,2,FALSE
CT,33,no,182.5,65,2,FALSE
ND,68,no,219.6,97,2,FALSE
WA,106,no,193.6,66,0,FALSE
NV,141,no,192.4,111,0,FALSE
CO,98,no,236.2,122,0,FALSE
KS,94,no,233.2,88,0,FALSE
CO,65,no,158.8,53,2,FALSE
MO,85,no,126.1,112,1,FALSE
MA,71,no,290.4,108,3,TRUE
NY,112,no,60.6,113,0,FALSE
AK,110,no,148.4,95,0,FALSE
WI,111,no,246.5,108,2,FALSE
NH,74,no,298.1,112,2,TRUE
TN,105,no,119.3,82,2,FALSE
NY,40,no,242.5,82,0,FALSE
GA,128,yes,222.1,89,0,TRUE
MN,123,no,236.2,135,2,TRUE
MI,122,no,144.2,87,0,FALSE
ID,114,no,154.6,100,3,FALSE
CT,102,no,137.4,100,2,FALSE
NC,126,no,103.7,93,0,FALSE
LA,150,no,136.6,112,4,TRUE
NJ,60,no,289.8,101,2,TRUE
TX,123,no,260.9,85,3,FALSE
CA,138,yes,196.2,129,0,TRUE
MD,29,no,195.6,71,1,FALSE
WY,111,no,222.2,96,4,FALSE
TX,37,yes,172.9,119,0,TRUE
CA,111,no,249.8,109,0,TRUE
UT,81,no,154.5,84,1,FALSE
WA,46,no,90.4,108,1,FALSE
MS,69,no,268.8,78,0,FALSE
OH,125,no,106.1,95,1,FALSE
KS,43,no,27,117,3,FALSE
RI,127,no,140.1,59,1,FALSE
IN,94,no,245,112,1,FALSE
VT,46,no,196.7,85,3,FALSE
MT,73,no,131.2,98,2,FALSE
CT,146,no,149.6,96,2,FALSE
NM,93,no,239.8,70,1,FALSE
OH,52,no,142.1,77,1,FALSE
GA,202,no,115.4,137,3,FALSE
MN,129,no,193,99,2,FALSE
CT,94,no,206.1,49,1,FALSE
AL,100,no,160.3,138,0,FALSE
WV,43,no,199.9,108,1,FALSE
NH,130,no,213.1,105,0,FALSE
WY,124,no,178.3,102,3,FALSE
VA,92,yes,252.3,120,3,TRUE
VT,48,no,197.7,64,4,FALSE
OH,98,no,111.1,105,2,FALSE
MT,100,no,96.5,86,1,TRUE
MA,79,no,156.9,109,3,FALSE
VA,164,no,123.3,78,1,FALSE
NM,105,no,193.7,108,1,FALSE
AR,89,yes,206.9,134,0,FALSE
NE,126,no,249.8,96,3,TRUE
WY,96,no,144,102,1,FALSE
IA,120,no,299.5,83,0,FALSE
SC,212,no,226,127,2,TRUE
NC,72,no,137.6,106,2,FALSE
HI,155,yes,211.7,121,1,FALSE
UT,89,no,89.7,80,2,FALSE
WY,126,yes,197.6,126,2,FALSE
AL,172,no,270,102,2,TRUE
VA,75,no,224.7,116,3,FALSE
WI,143,no,194.3,99,2,FALSE
FL,166,yes,47.7,89,0,TRUE
KS,132,no,190.1,105,1,FALSE
NV,94,yes,89.5,94,1,TRUE
NY,99,no,182.6,83,0,FALSE
VA,136,no,205.5,86,1,FALSE
KS,119,no,231.5,82,1,FALSE
NC,115,yes,251.3,69,3,TRUE
MO,160,no,171.2,103,2,FALSE
ND,166,no,197.9,89,2,FALSE
CA,120,no,134.8,94,1,FALSE
WV,173,no,191.4,114,1,FALSE
IL,156,no,174.5,65,0,FALSE
NY,70,no,177.4,125,0,FALSE
NV,41,no,182.1,89,1,FALSE
AL,132,no,222.4,85,0,FALSE
KS,47,yes,47.8,120,0,TRUE
ND,160,no,121.8,97,1,FALSE
OK,180,no,143.5,121,3,FALSE
UT,93,no,164.9,68,2,FALSE
OH,109,no,193.6,58,2,FALSE
WY,80,no,101.1,121,0,FALSE
NM,54,no,92.3,88,2,FALSE
AL,121,no,168.9,128,2,FALSE
DC,157,no,219.2,102,1,FALSE
ID,170,no,178.1,130,0,FALSE
AR,138,no,146.5,101,3,FALSE
ID,92,no,172.3,116,1,FALSE
TX,126,no,190.9,143,1,FALSE
NM,41,no,232.1,74,3,TRUE
WA,167,no,169.2,124,4,TRUE
UT,91,no,123.8,107,2,FALSE
RI,127,no,96,117,3,FALSE
NC,88,no,93.4,106,1,FALSE
RI,113,no,90.6,130,1,FALSE
NY,78,no,152.9,81,2,FALSE
TX,123,no,257.9,92,2,FALSE
DE,136,yes,85.2,98,2,FALSE
MS,68,no,160,72,1,FALSE
OH,132,no,182.9,54,0,FALSE
LA,133,no,216.2,67,2,FALSE
FL,127,no,261.7,105,0,FALSE
WA,110,no,241.2,105,2,FALSE
WV,121,no,177.2,142,1,FALSE
NY,116,no,89.5,128,2,FALSE
NE,112,yes,200.3,72,1,FALSE
PA,97,yes,145,103,4,TRUE
MS,43,no,159.5,99,2,FALSE
IN,110,no,151.8,106,3,FALSE
VA,67,no,176.2,120,1,FALSE
MN,166,no,152.1,95,0,FALSE
DE,129,no,161.3,122,1,FALSE
OR,103,yes,171.7,78,3,FALSE
UT,71,no,278.9,110,0,TRUE
CT,112,no,213,121,4,FALSE
AL,8,no,242.9,67,1,FALSE
TX,98,no,217.2,121,0,TRUE
CT,90,no,175.9,111,1,FALSE
MS,13,no,303.2,133,0,TRUE
AR,58,no,238.9,107,2,FALSE
CA,137,no,189.6,42,2,FALSE
MI,116,no,133.3,94,5,TRUE
WV,94,no,92.7,107,3,FALSE
DE,87,no,177.2,72,3,FALSE
FL,120,no,184.5,103,2,FALSE
AK,97,no,176.1,109,0,FALSE
ID,134,no,204.7,108,6,FALSE
OH,68,no,143.6,80,2,FALSE
NH,93,no,179.3,93,1,FALSE
MA,120,no,137.3,100,1,FALSE
SC,41,no,237.8,92,2,FALSE
OR,80,no,203.7,92,2,FALSE
OH,83,no,191.3,95,2,FALSE
NC,109,yes,209.1,141,2,FALSE
KY,66,no,88.8,104,3,FALSE
ID,104,no,97.2,88,0,FALSE
WA,89,no,137.9,96,1,FALSE
WV,127,no,224.3,112,2,FALSE
RI,117,no,207.6,65,1,FALSE
KS,128,no,268.1,95,2,FALSE
NV,88,no,166.7,61,4,TRUE
NE,61,no,267.1,104,1,TRUE
FL,22,no,181.8,108,2,FALSE
WY,78,no,147.1,80,0,FALSE
WA,56,no,37.7,115,1,FALSE
CO,192,no,185,88,2,FALSE
WI,70,no,156.4,108,2,FALSE
KS,148,no,239.3,84,1,FALSE
RI,65,no,215.5,129,2,FALSE
MT,119,no,134.9,70,1,FALSE
CO,80,no,194.8,116,0,FALSE
CT,152,no,239.1,105,5,FALSE
FL,113,no,92.6,85,3,FALSE
VT,75,no,209.4,133,1,FALSE
OH,80,no,197.6,83,1,FALSE
NH,148,no,17.6,121,1,FALSE
RI,63,yes,62.9,112,1,FALSE
FL,97,no,202.3,97,1,FALSE
MD,166,no,136.1,116,0,FALSE
WY,94,no,207,109,1,FALSE
FL,85,no,207.9,95,1,FALSE
TN,80,yes,276.5,122,1,TRUE
NC,210,no,313.8,87,3,FALSE
IN,88,yes,288.5,114,1,FALSE
IA,100,no,210.9,85,4,FALSE
WV,154,no,64.9,76,1,FALSE
UT,32,no,243.5,137,1,FALSE
GA,18,no,197,97,3,FALSE
AK,126,no,278,88,0,FALSE
UT,144,no,219.9,102,1,FALSE
MS,29,no,313.2,103,2,TRUE
AR,86,no,145.7,88,0,FALSE
AK,138,no,75.8,102,0,FALSE
AK,146,no,195.9,86,3,FALSE
ME,175,no,132,95,1,FALSE
WV,74,no,124,102,2,FALSE
CT,48,no,171.9,98,2,FALSE
GA,74,no,249.4,70,4,FALSE
NV,105,yes,228.4,100,0,FALSE
VT,157,no,168.6,71,3,FALSE
DC,217,no,123.7,138,0,FALSE
TN,68,no,178.7,61,1,FALSE
OR,80,no,113.2,86,1,FALSE
MS,38,no,142.4,106,2,FALSE
NC,107,no,204.2,57,0,FALSE
CO,140,no,149.7,71,3,FALSE
AR,98,no,227.1,116,5,TRUE
PA,114,no,155.3,75,2,FALSE
MN,46,no,156.4,105,1,FALSE
NM,118,no,148.7,105,0,FALSE
UT,37,no,271.7,112,3,FALSE
NE,34,no,193.7,74,0,FALSE
MS,98,yes,245.5,54,1,FALSE
NV,113,no,245.3,108,3,TRUE
OR,69,no,196.1,87,0,FALSE
VA,121,no,134.1,112,2,FALSE
NJ,59,yes,225,78,1,FALSE
WV,59,no,189.7,100,0,FALSE
OR,190,no,142.9,96,0,FALSE
KY,109,no,175.6,80,1,FALSE
MO,136,no,92.4,109,2,FALSE
TX,86,no,92.8,92,1,FALSE
MN,100,no,221.7,100,0,FALSE
FL,106,no,159.6,94,0,FALSE
PA,104,no,144.5,107,2,FALSE
WV,129,no,159.1,100,2,FALSE
IN,205,no,49.9,123,2,FALSE
OK,93,no,116.9,120,0,FALSE
NE,123,no,150,98,3,FALSE
DE,99,no,254.4,120,1,FALSE
MI,61,no,270.7,53,3,FALSE
IL,71,no,207,112,1,FALSE
UT,4,yes,145.3,89,0,FALSE
IL,148,no,230.7,102,3,FALSE
WA,141,no,151.5,104,1,FALSE
NM,56,no,146.1,57,0,FALSE
MD,160,no,256,111,3,FALSE
VA,43,no,200.2,105,3,FALSE
MT,42,no,150.7,52,2,FALSE
CT,135,yes,186,107,1,FALSE
AL,106,no,212.9,110,3,FALSE
WV,106,no,194.8,133,0,FALSE
MO,83,no,272.5,105,3,FALSE
ND,110,no,135.1,109,1,FALSE
AR,153,no,154.6,56,1,FALSE
GA,109,no,230.5,116,5,FALSE
FL,31,no,165.4,84,1,FALSE
LA,124,no,143.3,120,4,TRUE
UT,110,no,271.1,108,2,TRUE
AZ,124,no,253.5,104,0,FALSE
NY,82,no,167.1,77,6,TRUE
KY,122,no,168.3,96,1,FALSE
AL,137,no,104.7,115,1,FALSE
IN,69,no,135.4,101,1,FALSE
IN,46,no,191.4,102,1,FALSE
FL,103,no,158.7,90,1,FALSE
NM,16,no,144.8,84,2,FALSE
AL,119,no,98.8,97,3,FALSE
MN,124,yes,157.8,71,3,TRUE
NY,122,no,163,107,1,FALSE
MD,139,no,181.6,119,4,FALSE
KS,67,no,129,78,2,FALSE
WV,84,no,86,83,1,FALSE
ID,101,no,193.9,71,0,FALSE
LA,40,no,109.4,107,0,FALSE
MI,61,no,188.9,105,2,FALSE
TN,120,yes,179.9,72,1,TRUE
CA,95,no,183.4,98,1,FALSE
FL,98,no,288.1,101,0,FALSE
LA,114,no,169.2,96,2,FALSE
IL,68,yes,195.5,113,1,TRUE
AL,149,no,264.4,102,2,FALSE
CT,22,no,207.7,116,0,FALSE
PA,176,no,169.5,151,0,FALSE
TX,152,no,141.5,102,2,FALSE
VA,118,no,154.8,71,0,FALSE
MO,101,yes,133.5,51,1,FALSE
MT,102,no,273.2,85,2,TRUE
ND,118,no,224.6,94,2,FALSE
FL,105,no,273.8,97,2,TRUE
WI,153,no,159.5,103,1,TRUE
KY,71,no,104,92,0,FALSE
MD,71,no,115.4,90,1,FALSE
IN,68,no,222.1,107,2,FALSE
MA,66,no,116.4,98,3,FALSE
ND,101,no,217.7,118,3,FALSE
VT,116,no,129.4,84,0,FALSE
CT,54,no,161.8,73,0,FALSE
VA,112,no,198.8,122,1,FALSE
MS,122,no,147.8,85,1,FALSE
AK,74,no,262.3,114,3,FALSE
WY,90,no,246.4,83,1,FALSE
NY,112,no,174.3,123,4,TRUE
NC,85,no,183.4,111,4,FALSE
IL,100,no,191.9,95,1,FALSE
OH,114,no,187.8,109,2,FALSE
RI,83,no,259.7,106,0,FALSE
WY,157,yes,180.4,123,0,FALSE
OR,51,no,51.8,107,2,FALSE
NV,42,no,303.9,106,1,TRUE
ND,101,no,123.7,125,1,TRUE
OR,112,no,206.2,122,3,FALSE
ND,56,no,164.3,92,2,FALSE
NJ,53,no,228.6,117,9,TRUE
WV,64,no,200.4,80,1,FALSE
VA,123,no,154.3,107,0,FALSE
ID,68,no,122.9,93,2,FALSE
CT,40,yes,220.8,100,0,FALSE
NM,132,no,214.6,78,0,FALSE
CT,120,yes,202,123,2,TRUE
MI,108,no,209.5,108,6,TRUE
SC,161,no,297.9,141,1,TRUE
SC,130,no,212.8,102,0,TRUE
NY,122,no,145.6,102,0,FALSE
MT,130,no,152.9,87,2,FALSE
WY,90,no,125.4,158,1,FALSE
NE,139,no,138.3,96,0,FALSE
IN,57,no,189.3,157,3,FALSE
CO,128,no,199.3,86,4,FALSE
WY,127,yes,247.5,99,2,FALSE
MD,107,no,294.9,71,1,TRUE
OK,177,no,175.4,99,1,FALSE
SD,121,no,179.4,70,1,FALSE
SC,99,yes,126.8,94,0,FALSE
NY,126,yes,239.7,87,1,TRUE
NY,77,no,143,101,5,TRUE
WV,21,no,91.9,109,2,FALSE
WA,56,no,210.4,80,1,FALSE
ID,92,no,201.3,130,1,TRUE
MN,81,no,145.6,59,2,FALSE
TX,139,yes,203.5,82,1,TRUE
AZ,68,no,232.4,76,1,FALSE
DE,183,no,86.5,119,2,FALSE
CO,90,no,109.9,102,0,FALSE
WI,165,no,156,88,1,FALSE
WI,89,no,326.3,112,1,TRUE
NJ,59,no,195,58,0,FALSE
IL,16,yes,110,91,0,FALSE
DC,114,no,147.1,119,5,TRUE
IA,113,no,156,141,2,FALSE
GA,120,no,98.2,99,2,FALSE
AK,115,no,210.6,120,0,FALSE
CA,37,no,239.9,120,2,TRUE
MN,100,yes,159.9,94,2,TRUE
CO,132,no,197.8,66,4,TRUE
KY,38,no,115.4,98,2,FALSE
SC,1,no,123.8,113,0,FALSE
MT,97,no,117.6,97,1,FALSE
KY,55,no,105.3,82,2,FALSE
WV,75,no,111.7,121,1,FALSE
ID,83,no,159.3,104,2,FALSE
MN,40,no,81.7,123,6,TRUE
MA,101,no,238,88,2,FALSE
MD,120,no,128.1,99,0,FALSE
SD,183,no,171.2,104,1,FALSE
PA,75,no,109,88,4,TRUE
KY,80,no,220,114,2,FALSE
ID,88,no,55.6,65,0,FALSE
NY,112,no,286.6,79,1,FALSE
NM,63,no,207.6,96,1,FALSE
CA,105,no,109.6,108,4,TRUE
ID,92,no,197.2,113,2,FALSE
WY,177,no,175.7,120,1,FALSE
NM,118,no,205.2,115,0,FALSE
HI,111,no,193.1,104,1,FALSE
ID,82,no,232.6,121,3,FALSE
NC,74,no,102.7,89,0,FALSE
TX,121,no,263.1,70,5,FALSE
GA,131,no,197,79,1,FALSE
AL,125,no,169.3,90,2,FALSE
ME,19,no,201.5,123,1,FALSE
VA,138,no,251,119,3,FALSE
ID,119,no,230.4,117,3,FALSE
NY,137,no,109.8,120,1,FALSE
NC,182,no,279.5,118,2,TRUE
OH,135,no,173.4,107,1,FALSE
HI,134,no,214.4,93,1,FALSE
DC,45,no,96.1,103,1,FALSE
TN,129,no,101.4,145,1,FALSE
VT,142,no,232.5,74,4,FALSE
MD,130,no,174.5,120,1,FALSE
LA,163,no,224,126,1,FALSE
HI,105,no,211.1,99,4,FALSE
FL,119,no,109.2,96,2,FALSE
WY,78,no,220,95,0,FALSE
NE,92,no,181.4,98,2,FALSE
WY,146,no,180.7,82,2,FALSE
OR,125,no,96.5,109,1,FALSE
IN,88,no,183.5,93,3,FALSE
MD,83,no,107.9,90,0,FALSE
TN,3,yes,161,96,1,FALSE
WV,152,yes,146.8,128,1,TRUE
WA,48,no,149.2,146,3,FALSE
MS,189,no,227.8,124,3,FALSE
OH,95,no,160.3,87,0,FALSE
IN,129,no,137.8,120,1,TRUE
CO,66,no,141.7,87,0,FALSE
TX,80,no,196.4,115,0,FALSE
AK,1,no,175.2,74,1,FALSE
WV,84,no,146.8,133,1,FALSE
MA,96,no,173.9,111,1,FALSE
TN,123,no,305.2,80,1,FALSE
ID,116,yes,162.3,91,3,TRUE
DE,105,yes,150,106,3,FALSE
VA,80,no,197.5,114,1,FALSE
MT,157,no,240.2,67,2,FALSE
ID,67,no,186.2,117,2,FALSE
IN,141,no,116.9,127,0,FALSE
MD,79,no,236.7,95,1,FALSE
MS,76,no,173.2,93,0,FALSE
WA,111,no,152.2,114,0,FALSE
OH,94,no,181.3,135,0,FALSE
RI,143,no,167.8,72,4,TRUE
AR,109,no,175.4,125,1,FALSE
AZ,138,no,87.6,112,2,FALSE
SC,73,no,203.3,45,0,FALSE
KY,21,no,92.6,95,5,TRUE
AL,148,no,262.9,135,1,FALSE
NE,103,no,160.8,91,1,FALSE
MT,143,no,141.8,116,1,FALSE
MN,79,no,50.6,62,2,FALSE
NV,89,no,134.9,59,1,FALSE
CA,120,no,252.1,110,1,FALSE
UT,121,no,215.5,95,1,FALSE
IL,101,no,124.8,66,0,FALSE
DC,115,no,178.7,114,2,FALSE
IN,168,no,183.2,131,2,FALSE
NM,90,no,167.5,96,1,FALSE
MS,70,no,147.1,105,3,FALSE
VT,138,no,230.1,107,1,FALSE
VT,43,no,135.8,125,0,FALSE
UT,117,no,205.7,98,2,FALSE
KY,108,no,73.8,105,2,FALSE
VA,118,no,189.3,119,2,FALSE
OH,169,no,147.2,115,3,FALSE
AZ,62,no,137.3,95,0,FALSE
NY,86,no,70.7,125,2,FALSE
VA,44,no,204.6,117,0,FALSE
MD,111,no,123.1,88,5,TRUE
MA,127,no,129.7,115,2,FALSE
IL,151,yes,198.7,70,0,FALSE
LA,53,no,145.1,116,2,FALSE
MO,15,no,135.2,101,2,FALSE
DC,123,no,124.7,105,1,FALSE
PA,137,no,215.9,76,1,FALSE
TN,106,no,119.2,142,2,FALSE
NJ,88,no,144.3,116,3,FALSE
VA,106,no,235.2,121,1,FALSE
TN,95,no,174,57,0,FALSE
NJ,57,yes,115,65,0,TRUE
WA,184,no,151.7,93,2,FALSE
AR,109,no,153.1,102,3,FALSE
WI,127,no,218.6,93,2,FALSE
WA,82,no,265.2,122,2,FALSE
RI,180,no,143.3,134,1,FALSE
ME,174,no,190.3,98,2,FALSE
CO,92,no,184.7,60,2,TRUE
CO,81,no,115.3,99,1,FALSE
RI,125,no,113,108,2,TRUE
CT,119,no,294.2,100,0,TRUE
NC,122,no,215.6,86,3,FALSE
WY,34,no,128.8,80,1,FALSE
OR,138,yes,211.2,117,3,TRUE
FL,90,no,71.2,82,1,FALSE
KY,73,no,94.9,121,2,FALSE
SC,19,no,259.4,116,1,TRUE
WA,120,no,215.8,123,1,FALSE
MT,160,no,97.5,113,3,FALSE
PA,141,no,146.5,121,0,FALSE
MA,90,no,157.9,72,2,FALSE
VT,72,no,139.9,117,2,FALSE
MN,117,no,153.2,112,1,FALSE
IL,79,yes,103.5,134,2,FALSE
AR,87,no,185.8,119,1,FALSE
MD,102,no,129.5,56,1,FALSE
MT,49,no,236.6,91,1,FALSE
VT,67,no,260.4,107,6,FALSE
CO,107,no,167.3,100,2,FALSE
NC,190,no,182.2,101,2,FALSE
WA,118,no,113,80,2,FALSE
TN,120,no,185.7,133,0,FALSE
AR,94,no,136.2,114,0,FALSE
DC,115,no,222.6,81,1,FALSE
MN,61,no,197.3,67,1,FALSE
IA,143,no,141.4,130,1,FALSE
KS,110,no,208,69,1,FALSE
ND,104,no,118.5,92,1,FALSE
MT,16,no,153.2,65,1,FALSE
IL,183,no,108.3,87,0,FALSE
DC,147,no,168.6,92,2,FALSE
KY,58,no,247.2,116,2,TRUE
MS,102,yes,224.2,81,3,FALSE
TN,123,no,166.9,98,3,FALSE
IA,64,no,118.4,100,1,FALSE
AK,103,no,190.9,62,2,FALSE
MN,152,no,317.8,60,1,TRUE
WV,124,no,312,112,1,TRUE
OR,97,no,146,121,1,FALSE
MS,131,no,131.6,95,1,TRUE
ME,57,no,193.4,105,2,FALSE
MN,157,no,185.1,92,2,FALSE
GA,194,no,193.3,106,0,FALSE
DC,66,no,146.4,107,1,FALSE
GA,155,no,71.2,90,0,FALSE
NY,123,no,123.2,104,4,TRUE
OK,116,no,205,90,2,FALSE
OK,63,no,128.7,78,1,FALSE
GA,64,no,216.9,78,3,FALSE
NJ,96,no,150,122,3,FALSE
MN,53,no,164.1,106,1,FALSE
ME,105,no,212,113,3,FALSE
MI,53,no,167.3,99,2,FALSE
MT,101,no,154.4,130,1,FALSE
NE,129,no,177.3,95,3,FALSE
ND,122,no,231.2,141,1,TRUE
VA,163,no,202.9,100,5,FALSE
VT,93,no,149.6,120,0,FALSE
OH,115,yes,345.3,81,1,TRUE
AL,25,no,264.9,80,1,TRUE
DC,73,no,122,92,1,FALSE
ND,120,no,177.2,88,2,FALSE
TN,196,no,133.1,80,1,FALSE
DE,97,no,225.1,90,0,TRUE
NY,148,no,208.4,120,1,FALSE
AL,85,no,173.1,107,1,FALSE
OK,86,yes,162.4,131,2,TRUE
MS,78,no,281.2,93,2,FALSE
MD,106,no,208.3,89,3,FALSE
NE,147,no,243.4,126,2,FALSE
AR,145,no,224.2,89,1,TRUE
IL,91,no,189.3,100,3,FALSE
IN,81,no,168.3,124,4,FALSE
UT,116,no,232.9,90,1,FALSE
LA,69,no,155,98,1,FALSE
ID,135,no,154.4,130,0,FALSE
KY,73,no,234.7,102,2,FALSE
MI,48,no,240,88,1,FALSE
NH,125,yes,298.4,78,0,TRUE
WV,100,no,166,102,1,FALSE
OR,165,no,111.6,140,0,FALSE
SD,64,no,174.5,98,2,FALSE
MD,116,yes,175.5,137,1,FALSE
ND,147,yes,157.5,109,3,TRUE
TN,115,no,206.2,113,1,FALSE
MO,84,no,207.5,138,4,FALSE
IL,86,no,144.8,105,4,FALSE
UT,134,no,258.8,85,2,FALSE
MI,105,no,226.9,106,0,TRUE
AR,88,no,152.9,119,2,FALSE
TX,90,no,156.7,51,2,FALSE
AK,86,no,150.8,85,1,FALSE
TN,37,no,221,126,4,FALSE
NH,141,no,322.4,92,1,TRUE
NM,148,no,153.6,148,2,FALSE
MN,163,no,215.1,91,2,FALSE
IA,89,no,174.4,108,1,FALSE
RI,63,no,180.5,126,0,FALSE
AL,102,no,123.1,106,2,FALSE
NC,76,no,165.7,94,1,FALSE
SD,104,no,200.2,92,2,FALSE
MT,109,no,154.8,82,3,FALSE
HI,105,no,125.4,116,2,FALSE
MT,63,no,184.2,111,1,FALSE
KY,105,no,274.7,99,3,FALSE
DC,68,yes,142,140,1,FALSE
CO,63,yes,151.5,99,1,FALSE
MI,74,no,124.8,114,3,FALSE
AL,76,no,179.2,85,0,FALSE
KS,91,yes,246.4,110,2,TRUE
NC,101,no,232.7,114,5,FALSE
SC,116,no,288,120,0,TRUE
CO,131,no,170.8,145,1,FALSE
MN,84,no,216.1,114,1,FALSE
WY,104,no,138.7,100,2,FALSE
FL,108,no,210.7,112,3,FALSE
NY,111,no,181.8,117,0,FALSE
OK,155,no,61.6,103,1,FALSE
ME,66,no,207.7,85,1,FALSE
NE,64,no,219.2,73,1,FALSE
OH,69,no,227,122,2,FALSE
CT,116,no,245.9,73,3,FALSE
DC,101,no,257.3,84,0,FALSE
OK,15,no,121.1,130,2,FALSE
NJ,88,no,301.5,136,4,TRUE
IA,197,no,233.9,96,0,FALSE
VA,50,yes,99.6,108,2,TRUE
VA,172,no,169.8,123,2,FALSE
